t;x;y;frame;Feeder;Cooments
2,689356023E1;-3,041349125E-1;4,258472129E-1;8,060000000E2;OUT;
2,692692693E1;-3,679321577E-1;6,810361935E-1;8,070000000E2;OUT;
2,696029363E1;-3,679321577E-1;6,810361935E-1;8,080000000E2;OUT;
2,699366033E1;-3,679321577E-1;6,810361935E-1;8,090000000E2;OUT;
2,702702703E1;7,798115221E0;8,086306838E-1;8,100000000E2;OUT;
2,706039373E1;1,264670585E1;1,255211400E0;8,110000000E2;OUT;
2,709376043E1;1,315708381E1;1,255211400E0;8,120000000E2;OUT;
2,712712713E1;1,896263312E1;2,467359058E0;8,130000000E2;OUT;
2,716049383E1;2,425780447E1;3,934695696E0;8,140000000E2;OUT;
2,719386053E1;2,712868050E1;2,977737019E0;8,150000000E2;OUT;
2,722722723E1;2,725627499E1;3,807101206E0;8,160000000E2;OUT;
2,726059393E1;2,719247775E1;5,210640599E0;8,170000000E2;OUT;
2,729396063E1;2,719247775E1;5,146843354E0;8,180000000E2;OUT;
2,732732733E1;2,719247775E1;5,146843354E0;8,190000000E2;OUT;
2,736069403E1;2,719247775E1;5,146843354E0;8,200000000E2;OUT;
2,739406073E1;2,719247775E1;5,146843354E0;8,210000000E2;OUT;
2,742742743E1;2,719247775E1;5,146843354E0;8,220000000E2;OUT;
2,746079413E1;2,719247775E1;5,146843354E0;8,230000000E2;OUT;
2,749416083E1;2,719247775E1;5,146843354E0;8,240000000E2;OUT;
2,752752753E1;2,719247775E1;5,146843354E0;8,250000000E2;OUT;
2,756089423E1;2,719247775E1;5,146843354E0;8,260000000E2;OUT;
2,759426093E1;2,719247775E1;5,146843354E0;8,270000000E2;OUT;
2,762762763E1;2,719247775E1;5,146843354E0;8,280000000E2;OUT;
2,766099433E1;2,719247775E1;5,146843354E0;8,290000000E2;OUT;
2,769436103E1;2,719247775E1;5,146843354E0;8,300000000E2;OUT;
2,772772773E1;2,719247775E1;5,146843354E0;8,310000000E2;OUT;
2,776109443E1;2,719247775E1;5,146843354E0;8,320000000E2;OUT;
2,779446113E1;2,719247775E1;5,146843354E0;8,330000000E2;OUT;
2,782782783E1;2,719247775E1;5,146843354E0;8,340000000E2;OUT;
2,786119453E1;2,719247775E1;5,146843354E0;8,350000000E2;OUT;
2,789456123E1;2,719247775E1;5,146843354E0;8,360000000E2;OUT;
2,792792793E1;2,719247775E1;5,146843354E0;8,370000000E2;OUT;
2,796129463E1;2,719247775E1;5,146843354E0;8,380000000E2;OUT;
2,799466133E1;2,719247775E1;5,146843354E0;8,390000000E2;OUT;
2,802802803E1;2,719247775E1;5,146843354E0;8,400000000E2;OUT;
2,806139473E1;2,719247775E1;5,146843354E0;8,410000000E2;OUT;
2,809476143E1;2,540615488E1;3,424317735E0;8,420000000E2;OUT;
2,812812813E1;2,349223753E1;2,722548038E0;8,430000000E2;OUT;
2,816149483E1;2,106794221E1;2,084575587E0;8,440000000E2;OUT;
2,819486153E1;2,055756425E1;1,191414155E0;8,450000000E2;OUT;
2,822822823E1;2,055756425E1;9,362251741E-1;8,460000000E2;OUT;
2,826159493E1;2,055756425E1;9,362251741E-1;8,470000000E2;OUT;
2,829496163E1;2,055756425E1;9,362251741E-1;8,480000000E2;OUT;
2,832832833E1;2,055756425E1;9,362251741E-1;8,490000000E2;OUT;
2,836169503E1;2,055756425E1;9,362251741E-1;8,500000000E2;OUT;
2,839506173E1;2,055756425E1;9,362251741E-1;8,510000000E2;OUT;
2,842842843E1;2,094034772E1;1,000022419E0;8,520000000E2;OUT;
2,846179513E1;2,100414497E1;1,000022419E0;8,530000000E2;OUT;
2,849516183E1;2,100414497E1;1,000022419E0;8,540000000E2;OUT;
2,852852853E1;2,100414497E1;1,000022419E0;8,550000000E2;OUT;
2,856189523E1;2,100414497E1;1,000022419E0;8,560000000E2;OUT;
2,859526193E1;2,100414497E1;1,000022419E0;8,570000000E2;OUT;
2,862862863E1;2,100414497E1;1,000022419E0;8,580000000E2;OUT;
2,866199533E1;2,100414497E1;1,000022419E0;8,590000000E2;OUT;
2,869536203E1;2,100414497E1;1,000022419E0;8,600000000E2;OUT;
2,872872873E1;2,125933395E1;8,724279289E-1;8,610000000E2;OUT;
2,876209543E1;2,125933395E1;8,086306838E-1;8,620000000E2;OUT;
2,879546213E1;2,125933395E1;8,086306838E-1;8,630000000E2;OUT;
2,882882883E1;2,125933395E1;8,086306838E-1;8,640000000E2;OUT;
2,886219553E1;2,125933395E1;8,086306838E-1;8,650000000E2;OUT;
2,889556223E1;2,125933395E1;8,086306838E-1;8,660000000E2;OUT;
2,892892893E1;2,125933395E1;8,086306838E-1;8,670000000E2;OUT;
2,896229563E1;2,125933395E1;8,086306838E-1;8,680000000E2;OUT;
2,899566233E1;2,125933395E1;8,086306838E-1;8,690000000E2;OUT;
2,902902903E1;2,100414497E1;8,086306838E-1;8,700000000E2;OUT;
2,906239573E1;2,100414497E1;8,086306838E-1;8,710000000E2;OUT;
2,909576243E1;2,100414497E1;8,086306838E-1;8,720000000E2;OUT;
2,912912913E1;2,100414497E1;8,086306838E-1;8,730000000E2;OUT;
2,916249583E1;2,100414497E1;8,086306838E-1;8,740000000E2;OUT;
2,919586253E1;2,100414497E1;8,086306838E-1;8,750000000E2;OUT;
2,922922923E1;2,062136150E1;1,063819664E0;8,760000000E2;OUT;
2,926259593E1;2,062136150E1;1,063819664E0;8,770000000E2;OUT;
2,929596263E1;2,062136150E1;1,063819664E0;8,780000000E2;OUT;
2,932932933E1;2,062136150E1;1,063819664E0;8,790000000E2;OUT;
2,936269603E1;2,062136150E1;1,063819664E0;8,800000000E2;OUT;
2,939606273E1;2,062136150E1;1,063819664E0;8,810000000E2;OUT;
2,942942943E1;2,062136150E1;1,063819664E0;8,820000000E2;OUT;
2,946279613E1;2,062136150E1;1,063819664E0;8,830000000E2;OUT;
2,949616283E1;2,062136150E1;1,063819664E0;8,840000000E2;OUT;
2,952952953E1;2,062136150E1;1,063819664E0;8,850000000E2;OUT;
2,956289623E1;2,062136150E1;1,063819664E0;8,860000000E2;C;
2,959626293E1;2,055756425E1;8,724279289E-1;8,870000000E2;C;
2,962962963E1;2,055756425E1;8,724279289E-1;8,880000000E2;C;
2,966299633E1;2,055756425E1;8,724279289E-1;8,890000000E2;C;
2,969636303E1;2,055756425E1;8,724279289E-1;8,900000000E2;C;
2,972972973E1;2,055756425E1;8,724279289E-1;8,910000000E2;C;
2,976309643E1;2,055756425E1;8,724279289E-1;8,920000000E2;C;
2,979646313E1;2,055756425E1;1,127616910E0;8,930000000E2;C;
2,982982983E1;2,055756425E1;1,127616910E0;8,940000000E2;C;
2,986319653E1;2,055756425E1;1,127616910E0;8,950000000E2;C;
2,989656323E1;2,055756425E1;1,127616910E0;8,960000000E2;C;
2,992992993E1;2,055756425E1;1,127616910E0;8,970000000E2;C;
2,996329663E1;2,055756425E1;1,127616910E0;8,980000000E2;C;
2,999666333E1;2,055756425E1;1,127616910E0;8,990000000E2;C;
3,003003003E1;2,055756425E1;1,127616910E0;9,000000000E2;C;
3,006339673E1;2,055756425E1;1,127616910E0;9,010000000E2;C;
3,009676343E1;2,055756425E1;1,127616910E0;9,020000000E2;C;
3,013013013E1;2,055756425E1;1,127616910E0;9,030000000E2;C;
3,016349683E1;2,055756425E1;1,127616910E0;9,040000000E2;C;
3,019686353E1;2,055756425E1;1,127616910E0;9,050000000E2;C;
3,023023023E1;2,055756425E1;1,127616910E0;9,060000000E2;C;
3,026359693E1;2,055756425E1;1,127616910E0;9,070000000E2;C;
3,029696363E1;2,055756425E1;1,127616910E0;9,080000000E2;C;
3,033033033E1;2,055756425E1;7,448334387E-1;9,090000000E2;C;
3,036369703E1;2,055756425E1;7,448334387E-1;9,100000000E2;C;
3,039706373E1;2,055756425E1;7,448334387E-1;9,110000000E2;C;
3,043043043E1;2,055756425E1;7,448334387E-1;9,120000000E2;C;
3,046379713E1;2,055756425E1;7,448334387E-1;9,130000000E2;C;
3,049716383E1;2,055756425E1;7,448334387E-1;9,140000000E2;C;
3,053053053E1;2,055756425E1;7,448334387E-1;9,150000000E2;C;
3,056389723E1;2,055756425E1;7,448334387E-1;9,160000000E2;C;
3,059726393E1;2,049376701E1;6,810361935E-1;9,170000000E2;C;
3,063063063E1;2,042996976E1;7,448334387E-1;9,180000000E2;C;
3,066399733E1;2,042996976E1;7,448334387E-1;9,190000000E2;C;
3,069736403E1;2,042996976E1;7,448334387E-1;9,200000000E2;C;
3,073073073E1;2,042996976E1;7,448334387E-1;9,210000000E2;C;
3,076409743E1;2,042996976E1;7,448334387E-1;9,220000000E2;C;
3,079746413E1;2,042996976E1;7,448334387E-1;9,230000000E2;C;
3,083083083E1;2,042996976E1;7,448334387E-1;9,240000000E2;C;
3,086419753E1;2,055756425E1;8,724279289E-1;9,250000000E2;C;
3,089756423E1;2,055756425E1;8,724279289E-1;9,260000000E2;C;
3,093093093E1;2,055756425E1;8,724279289E-1;9,270000000E2;C;
3,096429763E1;2,055756425E1;8,724279289E-1;9,280000000E2;C;
3,099766433E1;2,055756425E1;8,724279289E-1;9,290000000E2;C;
3,103103103E1;2,055756425E1;8,724279289E-1;9,300000000E2;C;
3,106439773E1;2,055756425E1;8,724279289E-1;9,310000000E2;C;
3,109776443E1;2,055756425E1;8,724279289E-1;9,320000000E2;C;
3,113113113E1;2,049376701E1;8,086306838E-1;9,330000000E2;C;
3,116449783E1;2,062136150E1;7,448334387E-1;9,340000000E2;C;
3,119786453E1;2,062136150E1;7,448334387E-1;9,350000000E2;C;
3,123123123E1;2,062136150E1;7,448334387E-1;9,360000000E2;C;
3,126459793E1;2,062136150E1;7,448334387E-1;9,370000000E2;C;
3,129796463E1;2,062136150E1;7,448334387E-1;9,380000000E2;C;
3,133133133E1;2,062136150E1;7,448334387E-1;9,390000000E2;C;
3,136469803E1;2,062136150E1;7,448334387E-1;9,400000000E2;C;
3,139806473E1;2,062136150E1;7,448334387E-1;9,410000000E2;C;
3,143143143E1;2,062136150E1;7,448334387E-1;9,420000000E2;C;
3,146479813E1;2,062136150E1;2,982527226E-1;9,430000000E2;C;
3,149816483E1;2,062136150E1;3,620499678E-1;9,440000000E2;C;
3,153153153E1;2,062136150E1;3,620499678E-1;9,450000000E2;C;
3,156489823E1;2,062136150E1;3,620499678E-1;9,460000000E2;C;
3,159826493E1;2,062136150E1;6,172389484E-1;9,470000000E2;C;
3,163163163E1;2,062136150E1;6,172389484E-1;9,480000000E2;C;
3,166499833E1;2,062136150E1;6,172389484E-1;9,490000000E2;C;
3,169836503E1;2,062136150E1;6,172389484E-1;9,500000000E2;C;
3,173173173E1;2,062136150E1;6,172389484E-1;9,510000000E2;C;
3,176509843E1;2,062136150E1;8,086306838E-1;9,520000000E2;C;
3,179846513E1;2,062136150E1;8,086306838E-1;9,530000000E2;C;
3,183183183E1;2,062136150E1;8,086306838E-1;9,540000000E2;C;
3,186519853E1;2,062136150E1;8,086306838E-1;9,550000000E2;C;
3,189856523E1;2,062136150E1;8,086306838E-1;9,560000000E2;C;
3,193193193E1;2,068515874E1;1,000022419E0;9,570000000E2;C;
3,196529863E1;2,068515874E1;8,724279289E-1;9,580000000E2;C;
3,199866533E1;2,068515874E1;8,724279289E-1;9,590000000E2;C;
3,203203203E1;2,068515874E1;8,724279289E-1;9,600000000E2;C;
3,206539873E1;2,068515874E1;8,724279289E-1;9,610000000E2;C;
3,209876543E1;2,068515874E1;8,724279289E-1;9,620000000E2;C;
3,213213213E1;2,068515874E1;8,724279289E-1;9,630000000E2;C;
3,216549883E1;2,068515874E1;8,724279289E-1;9,640000000E2;C;
3,219886553E1;2,068515874E1;8,724279289E-1;9,650000000E2;C;
3,223223223E1;2,068515874E1;8,724279289E-1;9,660000000E2;C;
3,226559893E1;2,068515874E1;8,724279289E-1;9,670000000E2;C;
3,229896563E1;2,068515874E1;8,724279289E-1;9,680000000E2;C;
3,233233233E1;2,057934792E1;8,231331267E-1;9,690000000E2;C;
3,236569903E1;2,062136150E1;5,534417032E-1;9,700000000E2;C;
3,239906573E1;2,062136150E1;6,810361935E-1;9,710000000E2;C;
3,243243243E1;2,062136150E1;6,810361935E-1;9,720000000E2;C;
3,246579913E1;2,062136150E1;6,810361935E-1;9,730000000E2;C;
3,249916583E1;2,062136150E1;6,810361935E-1;9,740000000E2;C;
3,253253253E1;2,062136150E1;6,810361935E-1;9,750000000E2;C;
3,256589923E1;2,062136150E1;6,810361935E-1;9,760000000E2;C;
3,259926593E1;2,062136150E1;6,810361935E-1;9,770000000E2;C;
3,263263263E1;2,062136150E1;6,810361935E-1;9,780000000E2;C;
3,266599933E1;2,094042930E1;8,682682993E-1;9,790000000E2;C;
3,269936603E1;2,080502378E1;9,134034718E-1;9,800000000E2;C;
3,273273273E1;2,075988861E1;9,585386443E-1;9,810000000E2;C;
3,276609943E1;2,075988861E1;9,585386443E-1;9,820000000E2;C;
3,279946613E1;2,075988861E1;9,585386443E-1;9,830000000E2;C;
3,283283283E1;2,071475344E1;9,134034718E-1;9,840000000E2;C;
3,289956623E1;1,999259068E1;1,003673817E0;9,860000000E2;C;
3,293293293E1;2,039880723E1;1,093944162E0;9,870000000E2;C;
3,296629963E1;2,039880723E1;1,093944162E0;9,880000000E2;C;
3,299966633E1;2,039880723E1;1,093944162E0;9,890000000E2;C;
3,303303303E1;2,039880723E1;1,093944162E0;9,900000000E2;C;
3,306639973E1;2,039880723E1;1,093944162E0;9,910000000E2;C;
3,309976643E1;2,039880723E1;1,093944162E0;9,920000000E2;C;
3,313313313E1;2,039880723E1;1,093944162E0;9,930000000E2;C;
3,316649983E1;2,039880723E1;1,093944162E0;9,940000000E2;C;
3,319986653E1;2,039880723E1;1,003673817E0;9,950000000E2;C;
3,323323323E1;2,048907758E1;1,003673817E0;9,960000000E2;C;
3,326659993E1;2,048907758E1;8,682682993E-1;9,970000000E2;C;
3,329996663E1;2,048907758E1;8,682682993E-1;9,980000000E2;C;
3,333333333E1;2,048907758E1;8,682682993E-1;9,990000000E2;C;
3,336670003E1;2,048907758E1;8,682682993E-1;1,000000000E3;C;
3,340006673E1;2,048907758E1;8,682682993E-1;1,001000000E3;C;
3,343343343E1;2,048907758E1;8,682682993E-1;1,002000000E3;C;
3,346680013E1;2,048907758E1;8,682682993E-1;1,003000000E3;C;
3,350016683E1;2,048907758E1;8,682682993E-1;1,004000000E3;C;
3,353353353E1;2,048907758E1;8,682682993E-1;1,005000000E3;C;
3,356690023E1;2,048907758E1;8,682682993E-1;1,006000000E3;C;
3,360026693E1;2,048907758E1;8,682682993E-1;1,007000000E3;C;
3,363363363E1;2,048907758E1;8,682682993E-1;1,008000000E3;C;
3,366700033E1;2,048907758E1;8,682682993E-1;1,009000000E3;C;
3,370036703E1;2,053421275E1;6,877276092E-1;1,010000000E3;C;
3,373373373E1;2,053421275E1;6,877276092E-1;1,011000000E3;C;
3,376710043E1;2,053421275E1;6,877276092E-1;1,012000000E3;C;
3,380046713E1;2,053421275E1;6,877276092E-1;1,013000000E3;C;
3,383383383E1;2,053421275E1;6,877276092E-1;1,014000000E3;C;
3,386720053E1;2,053421275E1;6,877276092E-1;1,015000000E3;C;
3,390056723E1;2,057934792E1;7,328627817E-1;1,016000000E3;C;
3,393393393E1;2,057934792E1;7,328627817E-1;1,017000000E3;C;
3,396730063E1;2,057934792E1;7,328627817E-1;1,018000000E3;C;
3,400066733E1;2,057934792E1;7,328627817E-1;1,019000000E3;C;
3,403403403E1;2,057934792E1;7,328627817E-1;1,020000000E3;C;
3,406740073E1;2,057934792E1;7,328627817E-1;1,021000000E3;C;
3,410076743E1;2,057934792E1;7,328627817E-1;1,022000000E3;C;
3,413413413E1;2,057934792E1;7,328627817E-1;1,023000000E3;C;
3,416750083E1;2,057934792E1;7,328627817E-1;1,024000000E3;C;
3,420086753E1;2,057934792E1;7,328627817E-1;1,025000000E3;C;
3,423423423E1;2,057934792E1;7,328627817E-1;1,026000000E3;C;
3,426760093E1;2,057934792E1;7,328627817E-1;1,027000000E3;C;
3,430096763E1;2,057934792E1;7,328627817E-1;1,028000000E3;C;
3,433433433E1;2,057934792E1;7,328627817E-1;1,029000000E3;C;
3,436770103E1;2,075988861E1;6,425924366E-1;1,030000000E3;C;
3,440106773E1;2,075988861E1;6,425924366E-1;1,031000000E3;C;
3,443443443E1;2,075988861E1;6,425924366E-1;1,032000000E3;C;
3,446780113E1;2,075988861E1;6,425924366E-1;1,033000000E3;C;
3,450116783E1;2,075988861E1;6,425924366E-1;1,034000000E3;C;
3,453453453E1;2,075988861E1;6,425924366E-1;1,035000000E3;C;
3,456790123E1;2,075988861E1;6,425924366E-1;1,036000000E3;C;
3,460126793E1;2,075988861E1;6,425924366E-1;1,037000000E3;C;
3,463463463E1;2,075988861E1;6,425924366E-1;1,038000000E3;C;
3,466800133E1;2,075988861E1;6,425924366E-1;1,039000000E3;C;
3,470136803E1;2,075988861E1;6,425924366E-1;1,040000000E3;C;
3,473473473E1;2,075988861E1;6,425924366E-1;1,041000000E3;C;
3,476810143E1;2,075988861E1;6,425924366E-1;1,042000000E3;C;
3,480146813E1;2,075988861E1;6,425924366E-1;1,043000000E3;C;
3,483483483E1;2,075988861E1;6,425924366E-1;1,044000000E3;C;
3,486820153E1;2,075988861E1;6,425924366E-1;1,045000000E3;C;
3,490156823E1;2,075988861E1;6,425924366E-1;1,046000000E3;C;
3,493493493E1;2,075988861E1;6,425924366E-1;1,047000000E3;C;
3,496830163E1;2,075988861E1;6,425924366E-1;1,048000000E3;C;
3,500166834E1;2,075988861E1;6,425924366E-1;1,049000000E3;C;
3,503503504E1;2,075988861E1;6,425924366E-1;1,050000000E3;C;
3,506840174E1;2,075988861E1;6,425924366E-1;1,051000000E3;C;
3,510176844E1;2,075988861E1;6,425924366E-1;1,052000000E3;C;
3,513513514E1;2,075988861E1;6,425924366E-1;1,053000000E3;C;
3,516850184E1;2,075988861E1;6,425924366E-1;1,054000000E3;C;
3,520186854E1;2,075988861E1;7,779979542E-1;1,055000000E3;C;
3,523523524E1;2,075988861E1;7,779979542E-1;1,056000000E3;C;
3,526860194E1;2,075988861E1;7,779979542E-1;1,057000000E3;C;
3,530196864E1;2,075988861E1;7,779979542E-1;1,058000000E3;C;
3,533533534E1;2,075988861E1;7,779979542E-1;1,059000000E3;C;
3,536870204E1;2,075988861E1;7,779979542E-1;1,060000000E3;C;
3,540206874E1;2,075988861E1;7,779979542E-1;1,061000000E3;C;
3,543543544E1;2,075988861E1;7,779979542E-1;1,062000000E3;C;
3,546880214E1;2,075988861E1;7,779979542E-1;1,063000000E3;C;
3,550216884E1;2,075988861E1;7,779979542E-1;1,064000000E3;C;
3,553553554E1;2,075988861E1;7,779979542E-1;1,065000000E3;C;
3,556890224E1;2,075988861E1;7,779979542E-1;1,066000000E3;C;
3,560226894E1;2,075988861E1;7,779979542E-1;1,067000000E3;C;
3,563563564E1;2,075988861E1;7,779979542E-1;1,068000000E3;C;
3,566900234E1;2,075988861E1;7,779979542E-1;1,069000000E3;C;
3,570236904E1;2,075988861E1;7,779979542E-1;1,070000000E3;C;
3,573573574E1;2,075988861E1;7,779979542E-1;1,071000000E3;C;
3,576910244E1;2,075988861E1;7,779979542E-1;1,072000000E3;C;
3,580246914E1;2,075988861E1;7,779979542E-1;1,073000000E3;C;
3,583583584E1;2,075988861E1;7,779979542E-1;1,074000000E3;C;
3,586920254E1;2,075988861E1;7,779979542E-1;1,075000000E3;C;
3,590256924E1;2,075988861E1;7,779979542E-1;1,076000000E3;C;
3,593593594E1;2,075988861E1;7,779979542E-1;1,077000000E3;C;
3,596930264E1;2,075988861E1;7,779979542E-1;1,078000000E3;C;
3,600266934E1;2,075988861E1;7,779979542E-1;1,079000000E3;C;
3,603603604E1;2,075988861E1;7,779979542E-1;1,080000000E3;C;
3,606940274E1;2,075988861E1;7,779979542E-1;1,081000000E3;C;
3,610276944E1;2,075988861E1;7,779979542E-1;1,082000000E3;C;
3,613613614E1;2,075988861E1;7,779979542E-1;1,083000000E3;C;
3,616950284E1;2,075988861E1;7,779979542E-1;1,084000000E3;C;
3,620286954E1;2,075988861E1;7,779979542E-1;1,085000000E3;C;
3,623623624E1;2,075988861E1;7,779979542E-1;1,086000000E3;C;
3,626960294E1;2,075988861E1;7,779979542E-1;1,087000000E3;C;
3,630296964E1;2,075988861E1;7,779979542E-1;1,088000000E3;C;
3,633633634E1;2,075988861E1;7,779979542E-1;1,089000000E3;C;
3,636970304E1;2,075988861E1;7,779979542E-1;1,090000000E3;C;
3,640306974E1;2,075988861E1;7,779979542E-1;1,091000000E3;C;
3,643643644E1;2,075988861E1;7,779979542E-1;1,092000000E3;C;
3,646980314E1;2,075988861E1;7,779979542E-1;1,093000000E3;C;
3,650316984E1;2,075988861E1;7,779979542E-1;1,094000000E3;C;
3,653653654E1;2,075988861E1;7,779979542E-1;1,095000000E3;C;
3,656990324E1;2,075988861E1;7,779979542E-1;1,096000000E3;C;
3,660326994E1;2,075988861E1;7,779979542E-1;1,097000000E3;C;
3,663663664E1;2,075988861E1;7,779979542E-1;1,098000000E3;C;
3,667000334E1;2,075988861E1;7,779979542E-1;1,099000000E3;C;
3,670337004E1;2,075988861E1;7,779979542E-1;1,100000000E3;C;
3,673673674E1;2,075988861E1;7,779979542E-1;1,101000000E3;C;
3,677010344E1;2,075988861E1;7,779979542E-1;1,102000000E3;C;
3,680347014E1;2,075988861E1;7,779979542E-1;1,103000000E3;C;
3,683683684E1;2,075988861E1;7,779979542E-1;1,104000000E3;C;
3,687020354E1;2,075988861E1;7,779979542E-1;1,105000000E3;C;
3,690357024E1;2,075988861E1;7,779979542E-1;1,106000000E3;C;
3,693693694E1;2,075988861E1;7,779979542E-1;1,107000000E3;C;
3,697030364E1;2,075988861E1;7,779979542E-1;1,108000000E3;C;
3,700367034E1;2,075988861E1;7,779979542E-1;1,109000000E3;C;
3,703703704E1;2,075988861E1;7,779979542E-1;1,110000000E3;C;
3,707040374E1;2,075988861E1;7,779979542E-1;1,111000000E3;C;
3,710377044E1;2,075988861E1;7,779979542E-1;1,112000000E3;C;
3,713713714E1;2,075988861E1;7,779979542E-1;1,113000000E3;C;
3,717050384E1;2,075988861E1;7,779979542E-1;1,114000000E3;C;
3,720387054E1;2,075988861E1;7,779979542E-1;1,115000000E3;C;
3,723723724E1;2,075988861E1;7,779979542E-1;1,116000000E3;C;
3,727060394E1;2,075988861E1;7,779979542E-1;1,117000000E3;C;
3,730397064E1;2,075988861E1;7,779979542E-1;1,118000000E3;C;
3,733733734E1;2,075988861E1;7,779979542E-1;1,119000000E3;C;
3,737070404E1;2,075988861E1;7,779979542E-1;1,120000000E3;C;
3,740407074E1;2,075988861E1;7,779979542E-1;1,121000000E3;C;
3,743743744E1;2,075988861E1;7,779979542E-1;1,122000000E3;C;
3,747080414E1;2,075988861E1;7,779979542E-1;1,123000000E3;C;
3,750417084E1;2,075988861E1;7,779979542E-1;1,124000000E3;C;
3,753753754E1;2,075988861E1;7,779979542E-1;1,125000000E3;C;
3,757090424E1;2,075988861E1;7,779979542E-1;1,126000000E3;C;
3,760427094E1;2,075988861E1;7,779979542E-1;1,127000000E3;C;
3,763763764E1;2,075988861E1;7,328627817E-1;1,128000000E3;C;
3,767100434E1;2,075988861E1;7,328627817E-1;1,129000000E3;C;
3,770437104E1;2,075988861E1;7,328627817E-1;1,130000000E3;C;
3,773773774E1;2,075988861E1;7,328627817E-1;1,131000000E3;C;
3,777110444E1;2,075988861E1;7,328627817E-1;1,132000000E3;C;
3,780447114E1;2,075988861E1;7,328627817E-1;1,133000000E3;C;
3,783783784E1;2,075988861E1;7,328627817E-1;1,134000000E3;C;
3,787120454E1;2,075988861E1;7,328627817E-1;1,135000000E3;C;
3,790457124E1;2,075988861E1;7,328627817E-1;1,136000000E3;C;
3,793793794E1;2,075988861E1;7,328627817E-1;1,137000000E3;C;
3,797130464E1;2,075988861E1;7,328627817E-1;1,138000000E3;C;
3,800467134E1;2,075988861E1;7,328627817E-1;1,139000000E3;C;
3,803803804E1;2,075988861E1;7,328627817E-1;1,140000000E3;C;
3,807140474E1;2,075988861E1;7,328627817E-1;1,141000000E3;C;
3,810477144E1;2,075988861E1;7,328627817E-1;1,142000000E3;C;
3,813813814E1;2,075988861E1;7,328627817E-1;1,143000000E3;C;
3,817150484E1;2,075988861E1;7,328627817E-1;1,144000000E3;C;
3,820487154E1;2,075988861E1;7,328627817E-1;1,145000000E3;C;
3,823823824E1;2,075988861E1;7,328627817E-1;1,146000000E3;C;
3,827160494E1;2,075988861E1;7,328627817E-1;1,147000000E3;C;
3,830497164E1;2,075988861E1;7,328627817E-1;1,148000000E3;C;
3,833833834E1;2,075988861E1;7,328627817E-1;1,149000000E3;C;
3,837170504E1;2,075988861E1;7,328627817E-1;1,150000000E3;C;
3,840507174E1;2,075988861E1;7,328627817E-1;1,151000000E3;C;
3,843843844E1;2,075988861E1;7,328627817E-1;1,152000000E3;C;
3,847180514E1;2,075988861E1;7,328627817E-1;1,153000000E3;C;
3,850517184E1;2,075988861E1;7,328627817E-1;1,154000000E3;C;
3,853853854E1;2,075988861E1;7,328627817E-1;1,155000000E3;C;
3,857190524E1;2,075988861E1;7,328627817E-1;1,156000000E3;C;
3,860527194E1;2,075988861E1;7,328627817E-1;1,157000000E3;C;
3,863863864E1;2,075988861E1;7,328627817E-1;1,158000000E3;C;
3,867200534E1;2,075988861E1;7,328627817E-1;1,159000000E3;C;
3,870537204E1;2,075988861E1;7,328627817E-1;1,160000000E3;C;
3,873873874E1;2,075988861E1;7,328627817E-1;1,161000000E3;C;
3,877210544E1;2,075988861E1;7,328627817E-1;1,162000000E3;C;
3,880547214E1;2,075988861E1;7,328627817E-1;1,163000000E3;C;
3,883883884E1;2,075988861E1;7,328627817E-1;1,164000000E3;C;
3,887220554E1;2,075988861E1;7,328627817E-1;1,165000000E3;C;
3,890557224E1;2,075988861E1;7,328627817E-1;1,166000000E3;C;
3,893893894E1;2,075988861E1;7,328627817E-1;1,167000000E3;C;
3,897230564E1;2,075988861E1;7,328627817E-1;1,168000000E3;C;
3,900567234E1;2,075988861E1;7,328627817E-1;1,169000000E3;C;
3,903903904E1;2,075988861E1;7,328627817E-1;1,170000000E3;C;
3,907240574E1;2,075988861E1;7,328627817E-1;1,171000000E3;C;
3,910577244E1;2,075988861E1;7,328627817E-1;1,172000000E3;C;
3,913913914E1;2,075988861E1;7,328627817E-1;1,173000000E3;C;
3,917250584E1;2,075988861E1;7,328627817E-1;1,174000000E3;C;
3,920587254E1;2,075988861E1;7,328627817E-1;1,175000000E3;C;
3,923923924E1;2,075988861E1;7,328627817E-1;1,176000000E3;C;
3,927260594E1;2,075988861E1;7,328627817E-1;1,177000000E3;C;
3,930597264E1;2,075988861E1;7,328627817E-1;1,178000000E3;C;
3,933933934E1;2,085015896E1;9,134034718E-1;1,179000000E3;C;
3,937270604E1;2,085015896E1;9,134034718E-1;1,180000000E3;C;
3,940607274E1;2,085015896E1;9,134034718E-1;1,181000000E3;C;
3,943943944E1;2,085015896E1;9,134034718E-1;1,182000000E3;C;
3,947280614E1;2,085015896E1;9,134034718E-1;1,183000000E3;C;
3,950617284E1;2,085015896E1;9,134034718E-1;1,184000000E3;C;
3,953953954E1;2,085015896E1;9,134034718E-1;1,185000000E3;C;
3,957290624E1;2,085015896E1;9,134034718E-1;1,186000000E3;C;
3,960627294E1;2,085015896E1;9,134034718E-1;1,187000000E3;C;
3,963963964E1;2,085015896E1;9,134034718E-1;1,188000000E3;C;
3,967300634E1;2,085015896E1;9,134034718E-1;1,189000000E3;C;
3,970637304E1;2,085015896E1;9,134034718E-1;1,190000000E3;C;
3,973973974E1;2,085015896E1;9,134034718E-1;1,191000000E3;C;
3,977310644E1;2,085015896E1;9,134034718E-1;1,192000000E3;C;
