t;x;y;frame;Feeder;Commenrs
4,938271605E0;-1,393391374E1;-8,177382704E-1;1,480000000E2;A;
4,971638305E0;-1,393391374E1;-8,177382704E-1;1,490000000E2;A;
5,005005005E0;-1,396709033E1;-1,185335191E0;1,500000000E2;A;
5,038371705E0;-1,396709033E1;-1,185335191E0;1,510000000E2;A;
5,071738405E0;-1,390684158E1;-1,339009277E0;1,520000000E2;A;
5,105105105E0;-1,359285809E1;-1,144992397E0;1,530000000E2;A;
5,138471805E0;-1,359285809E1;-1,144992397E0;1,540000000E2;A;
5,171838505E0;-1,374653218E1;-1,205241145E0;1,550000000E2;A;
5,238571905E0;-1,374653218E1;-1,205241145E0;1,570000000E2;A;
5,271938605E0;-1,261056482E1;-9,371739963E-1;1,580000000E2;A;
5,305305305E0;-1,323189649E1;-1,251688372E0;1,590000000E2;A;
5,338672005E0;-1,359285809E1;-1,144992397E0;1,600000000E2;A;
5,372038705E0;-1,365310684E1;-9,913183111E-1;1,610000000E2;A;
5,405405405E0;-1,357295214E1;-9,244342451E-1;1,620000000E2;A;
5,472138805E0;-1,416110721E1;-8,713517003E-1;1,640000000E2;A;
5,505505506E0;-1,417437784E1;-1,018390469E0;1,650000000E2;A;
5,572238906E0;-1,372662622E1;-9,846829930E-1;1,670000000E2;A;
5,638972306E0;-1,372662622E1;-9,846829930E-1;1,690000000E2;A;
5,672339006E0;-1,347952680E1;-7,105114108E-1;1,700000000E2;A;
5,705705706E0;-1,370672027E1;-7,641248406E-1;1,710000000E2;A;
5,739072406E0;-1,380014561E1;-9,780476749E-1;1,720000000E2;A;
5,772439106E0;-1,809187293E1;7,434203254E-1;1,730000000E2;OUT;
5,805805806E0;-1,809187293E1;7,434203254E-1;1,740000000E2;OUT;
5,839172506E0;-1,809187293E1;7,434203254E-1;1,750000000E2;OUT;
5,872539206E0;-1,809187293E1;7,434203254E-1;1,760000000E2;OUT;
5,905905906E0;-1,809187293E1;7,434203254E-1;1,770000000E2;OUT;
5,939272606E0;-1,809850825E1;6,699009413E-1;1,780000000E2;OUT;
5,972639306E0;-1,714992246E1;1,325470965E0;1,790000000E2;OUT;
6,006006006E0;-1,714992246E1;1,325470965E0;1,800000000E2;OUT;
6,039372706E0;-1,714992246E1;1,325470965E0;1,810000000E2;OUT;
6,072739406E0;-1,793819884E1;8,036690733E-1;1,820000000E2;OUT;
6,106106106E0;-1,749708254E1;7,638571647E-1;1,830000000E2;OUT;
6,139472806E0;-1,749708254E1;7,638571647E-1;1,840000000E2;OUT;
6,172839506E0;-1,749708254E1;7,638571647E-1;1,850000000E2;OUT;
6,206206206E0;-1,575199239E1;-4,312971655E-1;1,860000000E2;OUT;
6,239572906E0;-1,380731181E1;-2,362185156E-1;1,870000000E2;OUT;
6,272939606E0;-1,387419588E1;-1,560638133E-1;1,880000000E2;OUT;
6,306306306E0;-1,398089185E1;-5,170254159E-1;1,890000000E2;OUT;
6,339673006E0;-1,398752717E1;-5,905448000E-1;1,900000000E2;OUT;
6,373039706E0;-1,359285809E1;-1,144992397E0;1,910000000E2;A;
6,406406406E0;-1,359285809E1;-1,144992397E0;1,920000000E2;A;
6,439773106E0;-1,359285809E1;-1,144992397E0;1,930000000E2;A;
6,473139806E0;-1,359285809E1;-1,144992397E0;1,940000000E2;A;
6,506506507E0;-1,359285809E1;-1,144992397E0;1,950000000E2;A;
6,539873207E0;-1,359285809E1;-1,144992397E0;1,960000000E2;A;
6,573239907E0;-1,412739973E1;-1,319103323E0;1,970000000E2;A;
6,606606607E0;-1,412739973E1;-1,319103323E0;1,980000000E2;A;
6,639973307E0;-1,412739973E1;-1,319103323E0;1,990000000E2;A;
6,673340007E0;-1,412739973E1;-1,319103323E0;2,000000000E2;A;
6,706706707E0;-1,375316749E1;-1,278760529E0;2,010000000E2;A;
6,740073407E0;-1,375316749E1;-1,278760529E0;2,020000000E2;A;
6,773440107E0;-1,376643813E1;-1,425799298E0;2,030000000E2;A;
6,840173507E0;-1,397372565E1;-1,258854575E0;2,050000000E2;A;
6,873540207E0;-1,419428380E1;-1,238948621E0;2,060000000E2;A;
6,906906907E0;-1,419428380E1;-1,238948621E0;2,070000000E2;A;
6,940273607E0;-1,426780318E1;-1,232313303E0;2,080000000E2;A;
6,973640307E0;-1,426780318E1;-1,232313303E0;2,090000000E2;A;
7,007007007E0;-1,426780318E1;-1,232313303E0;2,100000000E2;A;
7,040373707E0;-1,426780318E1;-1,232313303E0;2,110000000E2;A;
7,073740407E0;-1,412076441E1;-1,245583939E0;2,120000000E2;A;
7,107107107E0;-1,395381969E1;-1,038296423E0;2,130000000E2;A;
7,140473807E0;-1,395381969E1;-1,038296423E0;2,140000000E2;A;
7,173840507E0;-1,395381969E1;-1,038296423E0;2,150000000E2;A;
7,207207207E0;-1,395381969E1;-1,038296423E0;2,160000000E2;A;
7,240573907E0;-1,395381969E1;-1,038296423E0;2,170000000E2;A;
7,273940607E0;-1,394718437E1;-9,647770387E-1;2,180000000E2;A;
7,307307307E0;-1,371999090E1;-9,111636089E-1;2,190000000E2;A;
7,340674007E0;-1,371999090E1;-9,111636089E-1;2,200000000E2;A;
7,374040707E0;-1,364647152E1;-9,177989270E-1;2,210000000E2;A;
7,407407407E0;-1,426116786E1;-1,158793919E0;2,220000000E2;A;
7,440774107E0;-1,426116786E1;-1,158793919E0;2,230000000E2;A;
7,474140807E0;-1,365310684E1;-9,913183111E-1;2,240000000E2;A;
7,507507508E0;-1,357295214E1;-9,244342451E-1;2,250000000E2;A;
7,540874208E0;-1,349279743E1;-8,575501791E-1;2,260000000E2;A;
7,574240908E0;-1,334575866E1;-8,708208153E-1;2,270000000E2;A;
7,607607608E0;-1,410749378E1;-1,098545171E0;2,280000000E2;A;
7,640974308E0;-1,410749378E1;-1,098545171E0;2,290000000E2;A;
7,674341008E0;-1,410749378E1;-1,098545171E0;2,300000000E2;A;
7,707707708E0;-1,402070376E1;-9,581417206E-1;2,310000000E2;A;
7,774441108E0;-1,410085846E1;-1,025025787E0;2,330000000E2;A;
7,807807808E0;-1,402070376E1;-9,581417206E-1;2,340000000E2;A;
7,841174508E0;-1,414783657E1;-7,243129320E-1;2,350000000E2;A;
7,874541208E0;-1,293834984E1;-4,628811010E-1;2,360000000E2;A;
7,907907908E0;-1,236452717E1;9,676946728E-1;2,370000000E2;OUT;
7,941274608E0;-1,270558282E1;1,294948800E0;2,380000000E2;OUT;
7,974641308E0;-1,270558282E1;1,294948800E0;2,390000000E2;OUT;
8,008008008E0;-1,270558282E1;1,294948800E0;2,400000000E2;OUT;
8,041374708E0;-1,293277629E1;1,241335370E0;2,410000000E2;OUT;
8,074741408E0;-1,293277629E1;1,241335370E0;2,420000000E2;OUT;
8,108108108E0;-1,309308569E1;1,107567238E0;2,430000000E2;OUT;
8,141474808E0;-1,342033982E1;7,665115898E-1;2,440000000E2;OUT;
8,174841508E0;-1,342033982E1;7,665115898E-1;2,450000000E2;OUT;
8,208208208E0;-1,342033982E1;7,665115898E-1;2,460000000E2;OUT;
8,241574908E0;-1,356021238E1;3,795306663E-2;2,470000000E2;OUT;
8,274941608E0;-1,356021238E1;3,795306663E-2;2,480000000E2;OUT;
8,308308308E0;-1,414836746E1;9,103561144E-2;2,490000000E2;OUT;
8,341675008E0;-1,461655592E1;6,521185270E-1;2,500000000E2;OUT;
8,375041708E0;-1,461655592E1;6,521185270E-1;2,510000000E2;OUT;
8,408408408E0;-1,453587033E1;-9,634595042E-2;2,520000000E2;OUT;
8,441775108E0;-1,429487534E1;-7,110422958E-1;2,530000000E2;A;
8,475141808E0;-1,429487534E1;-7,110422958E-1;2,540000000E2;A;
8,508508509E0;-1,429487534E1;-7,110422958E-1;2,550000000E2;A;
8,541875209E0;-1,422799127E1;-7,911969980E-1;2,560000000E2;A;
8,575241909E0;-1,422799127E1;-7,911969980E-1;2,570000000E2;A;
8,608608609E0;-1,422799127E1;-7,911969980E-1;2,580000000E2;A;
8,641975309E0;-1,422799127E1;-7,911969980E-1;2,590000000E2;A;
8,675342009E0;-1,409422314E1;-9,515064025E-1;2,600000000E2;A;
8,708708709E0;-1,421472064E1;-6,441582298E-1;2,610000000E2;A;
8,742075409E0;-1,421472064E1;-6,441582298E-1;2,620000000E2;A;
8,775442109E0;-1,421472064E1;-6,441582298E-1;2,630000000E2;A;
8,808808809E0;-1,421472064E1;-6,441582298E-1;2,640000000E2;A;
8,842175509E0;-1,420808532E1;-5,706388457E-1;2,650000000E2;A;
8,875542209E0;-1,420808532E1;-5,706388457E-1;2,660000000E2;A;
8,908908909E0;-1,420808532E1;-5,706388457E-1;2,670000000E2;A;
8,942275609E0;-1,420808532E1;-5,706388457E-1;2,680000000E2;A;
8,975642309E0;-1,420808532E1;-5,706388457E-1;2,690000000E2;A;
9,009009009E0;-1,420808532E1;-5,706388457E-1;2,700000000E2;A;
9,042375709E0;-1,420808532E1;-5,706388457E-1;2,710000000E2;A;
9,075742409E0;-1,420808532E1;-5,706388457E-1;2,720000000E2;A;
9,109109109E0;-1,422799127E1;-7,911969980E-1;2,730000000E2;A;
9,142475809E0;-1,422799127E1;-7,911969980E-1;2,740000000E2;A;
9,175842509E0;-1,422799127E1;-7,911969980E-1;2,750000000E2;A;
9,209209209E0;-1,422799127E1;-7,911969980E-1;2,760000000E2;A;
9,242575909E0;-1,422799127E1;-7,911969980E-1;2,770000000E2;A;
9,275942609E0;-1,422799127E1;-7,911969980E-1;2,780000000E2;A;
9,309309309E0;-1,448836134E1;-1,212407348E0;2,790000000E2;A;
9,342676009E0;-1,448836134E1;-1,212407348E0;2,800000000E2;A;
9,376042709E0;-1,448836134E1;-1,212407348E0;2,810000000E2;A;
9,409409409E0;-1,448836134E1;-1,212407348E0;2,820000000E2;A;
9,442776109E0;-1,448836134E1;-1,212407348E0;2,830000000E2;A;
9,476142809E0;-1,448836134E1;-1,212407348E0;2,840000000E2;A;
9,509509510E0;-1,448836134E1;-1,212407348E0;2,850000000E2;A;
9,542876210E0;-1,448836134E1;-1,212407348E0;2,860000000E2;A;
9,576242910E0;-1,448836134E1;-1,212407348E0;2,870000000E2;A;
9,609609610E0;-1,449499665E1;-1,285926733E0;2,880000000E2;A;
9,642976310E0;-1,353260934E1;-1,298666484E0;2,890000000E2;A;
9,676343010E0;-1,420091912E1;-1,312468005E0;2,900000000E2;A;
9,709709710E0;-1,420091912E1;-1,312468005E0;2,910000000E2;A;
9,743076410E0;-1,367964811E1;-1,285395848E0;2,920000000E2;A;
9,776443110E0;-1,353260934E1;-1,298666484E0;2,930000000E2;A;
9,809809810E0;-1,345908996E1;-1,305301802E0;2,940000000E2;A;
9,843176510E0;-1,345908996E1;-1,305301802E0;2,950000000E2;A;
9,876543210E0;-1,267744889E1;-8,570192941E-1;2,960000000E2;A;
9,909909910E0;-1,244362010E1;-7,298864801E-1;2,970000000E2;A;
9,943276610E0;-1,164923928E1;6,807833394E-1;2,980000000E2;OUT;
9,976643310E0;-1,076753756E1;1,416508066E0;2,990000000E2;OUT;
1,001001001E1;-1,033358746E1;2,118525316E0;3,000000000E2;OUT;
1,004337671E1;-9,672443884E0;2,874155997E0;3,010000000E2;OUT;
1,007674341E1;-9,672443884E0;2,874155997E0;3,020000000E2;OUT;
1,011011011E1;-9,685714520E0;2,727117229E0;3,030000000E2;OUT;
1,014347681E1;-1,001960397E1;2,312542196E0;3,040000000E2;OUT;
1,017684351E1;-1,001960397E1;2,312542196E0;3,050000000E2;OUT;
1,021021021E1;-1,072109033E1;1,931143755E0;3,060000000E2;OUT;
1,024357691E1;-1,094828380E1;1,877530325E0;3,070000000E2;OUT;
1,027694361E1;-1,177637210E1;9,146121280E-1;3,080000000E2;OUT;
1,031031031E1;-1,417490873E1;-2,030419251E-1;3,090000000E2;OUT;
1,034367701E1;-1,312573140E1;-7,537822610E-2;3,100000000E2;OUT;
1,037704371E1;-1,312573140E1;-7,537822610E-2;3,110000000E2;OUT;
1,041041041E1;-1,312573140E1;-7,537822610E-2;3,120000000E2;OUT;
1,044377711E1;-1,380731181E1;-2,362185156E-1;3,130000000E2;OUT;
1,047714381E1;-1,237673604E1;-8,100411823E-1;3,140000000E2;A;
1,051051051E1;-1,275096827E1;-8,503839759E-1;3,150000000E2;A;
1,054387721E1;-1,289800704E1;-8,371133397E-1;3,160000000E2;A;
1,057724391E1;-1,289800704E1;-8,371133397E-1;3,170000000E2;A;
1,061061061E1;-1,289800704E1;-8,371133397E-1;3,180000000E2;A;
1,064397731E1;-1,289800704E1;-8,371133397E-1;3,190000000E2;A;
1,067734401E1;-1,327887460E1;-9,509755175E-1;3,200000000E2;A;
1,071071071E1;-1,339937209E1;-6,436273448E-1;3,210000000E2;A;
1,074407741E1;-1,332585271E1;-6,502626629E-1;3,220000000E2;A;
1,077744411E1;-1,332585271E1;-6,502626629E-1;3,230000000E2;A;
1,081081081E1;-1,325896864E1;-7,304173651E-1;3,240000000E2;A;
1,084417751E1;-1,325896864E1;-7,304173651E-1;3,250000000E2;A;
1,087754421E1;-1,325896864E1;-7,304173651E-1;3,260000000E2;A;
1,091091091E1;-1,326560396E1;-8,039367492E-1;3,270000000E2;A;
1,094427761E1;-1,351270339E1;-1,078108331E0;3,280000000E2;A;
1,097764431E1;-1,351270339E1;-1,078108331E0;3,290000000E2;A;
1,101101101E1;-1,351270339E1;-1,078108331E0;3,300000000E2;A;
1,104437771E1;-1,351270339E1;-1,078108331E0;3,310000000E2;A;
1,107774441E1;-1,365974216E1;-1,064837695E0;3,320000000E2;A;
1,111111111E1;-1,323906269E1;-5,098592127E-1;3,330000000E2;A;
1,114447781E1;-1,326560396E1;-8,039367492E-1;3,340000000E2;A;
1,117784451E1;-1,326560396E1;-8,039367492E-1;3,350000000E2;A;
1,121121121E1;-1,333912335E1;-7,973014311E-1;3,360000000E2;A;
1,124457791E1;-1,386702967E1;-8,978929727E-1;3,370000000E2;A;
1,127794461E1;-1,386702967E1;-8,978929727E-1;3,380000000E2;A;
1,131131131E1;-1,401406844E1;-8,846223365E-1;3,390000000E2;A;
1,134467801E1;-1,408758782E1;-8,779870184E-1;3,400000000E2;A;
1,137804471E1;-1,408095251E1;-8,044676342E-1;3,410000000E2;A;
1,141141141E1;-1,402070376E1;-9,581417206E-1;3,420000000E2;A;
1,144477811E1;-1,396045501E1;-1,111815807E0;3,430000000E2;A;
1,147814481E1;-1,388030031E1;-1,044931741E0;3,440000000E2;A;
1,151151151E1;-1,388030031E1;-1,044931741E0;3,450000000E2;A;
1,154487821E1;-1,388030031E1;-1,044931741E0;3,460000000E2;A;
1,157824491E1;-1,388030031E1;-1,044931741E0;3,470000000E2;A;
1,161161161E1;-1,380678092E1;-1,051567059E0;3,480000000E2;A;
1,164497831E1;-1,373326154E1;-1,058202377E0;3,490000000E2;A;
1,167834501E1;-1,372662622E1;-9,846829930E-1;3,500000000E2;A;
1,171171171E1;-1,371335559E1;-8,376442248E-1;3,510000000E2;A;
1,174507841E1;-1,371335559E1;-8,376442248E-1;3,520000000E2;A;
1,177844511E1;-1,371335559E1;-8,376442248E-1;3,530000000E2;A;
1,181181181E1;-1,363320088E1;-7,707601587E-1;3,540000000E2;A;
1,184517851E1;-1,363320088E1;-7,707601587E-1;3,550000000E2;A;
1,187854521E1;-1,363320088E1;-7,707601587E-1;3,560000000E2;A;
1,191191191E1;-1,363320088E1;-7,707601587E-1;3,570000000E2;A;
1,194527861E1;-1,363320088E1;-7,707601587E-1;3,580000000E2;A;
1,197864531E1;-1,357958745E1;-9,979536292E-1;3,590000000E2;A;
1,201201201E1;-1,371999090E1;-9,111636089E-1;3,600000000E2;A;
1,204537871E1;-1,263100166E1;-3,423836052E-1;3,610000000E2;OUT;
1,207874541E1;-1,237063160E1;7,882674525E-2;3,620000000E2;OUT;
1,211211211E1;-1,226446651E1;1,255136891E0;3,630000000E2;OUT;
1,214547881E1;-1,185042237E1;1,736595990E0;3,640000000E2;OUT;
1,217884551E1;-1,144964885E1;2,071016320E0;3,650000000E2;OUT;
1,221221221E1;-1,121582007E1;2,198149134E0;3,660000000E2;OUT;
1,224557891E1;-1,121582007E1;2,198149134E0;3,670000000E2;OUT;
1,227894561E1;-1,121582007E1;2,198149134E0;3,680000000E2;OUT;
1,231231231E1;-1,121582007E1;2,198149134E0;3,690000000E2;OUT;
1,234567901E1;-1,122245538E1;2,124629750E0;3,700000000E2;OUT;
1,237904571E1;-1,129597477E1;2,131265068E0;3,710000000E2;OUT;
1,241241241E1;-1,210415711E1;1,388905023E0;3,720000000E2;OUT;
1,247914581E1;-1,269841661E1;5,531196405E-1;3,740000000E2;OUT;
1,251251251E1;-1,418871025E1;4,652678502E-1;3,750000000E2;OUT;
1,254587921E1;-1,525168910E1;1,005913926E0;3,760000000E2;OUT;
1,257924591E1;-1,528539658E1;1,453665549E0;3,770000000E2;OUT;
1,261261261E1;-1,528539658E1;1,453665549E0;3,780000000E2;OUT;
1,264597931E1;-1,506483843E1;1,433759595E0;3,790000000E2;OUT;
1,267934601E1;-1,506483843E1;1,433759595E0;3,800000000E2;OUT;
1,271271271E1;-1,506483843E1;1,433759595E0;3,810000000E2;OUT;
1,274607941E1;-1,506483843E1;1,433759595E0;3,820000000E2;OUT;
1,277944611E1;-1,506483843E1;1,433759595E0;3,830000000E2;OUT;
1,281281281E1;-1,500458968E1;1,280085509E0;3,840000000E2;OUT;
1,284617951E1;-1,493107030E1;1,273450191E0;3,850000000E2;OUT;
1,287954621E1;-1,485755091E1;1,266814872E0;3,860000000E2;OUT;
1,291291291E1;-1,485755091E1;1,266814872E0;3,870000000E2;OUT;
1,294627961E1;-1,485755091E1;1,266814872E0;3,880000000E2;OUT;
1,297964631E1;-1,471051214E1;1,253544236E0;3,890000000E2;OUT;
1,301301301E1;-1,463035744E1;1,320428302E0;3,900000000E2;OUT;
1,304637971E1;-1,463035744E1;1,320428302E0;3,910000000E2;OUT;
1,307974641E1;-1,463035744E1;1,320428302E0;3,920000000E2;OUT;
1,311311311E1;-1,470387682E1;1,327063620E0;3,930000000E2;OUT;
1,314647981E1;-1,447668335E1;1,380677050E0;3,940000000E2;OUT;
1,317984651E1;-1,447668335E1;1,380677050E0;3,950000000E2;OUT;
1,321321321E1;-1,447668335E1;1,380677050E0;3,960000000E2;OUT;
1,324657991E1;-1,466300315E1;1,374828382E-1;3,970000000E2;OUT;
1,327994661E1;-1,424179280E1;-1,228872228E-1;3,980000000E2;OUT;
1,331331331E1;-1,447509070E1;-1,065368580E0;3,990000000E2;OUT;
1,334668001E1;-1,517710795E1;-6,314184786E-1;4,000000000E2;OUT;
1,338004671E1;-1,444854943E1;-7,712910437E-1;4,010000000E2;OUT;
1,341341341E1;-1,335849842E1;-1,833208127E0;4,020000000E2;A;
1,344678011E1;-1,335849842E1;-1,833208127E0;4,030000000E2;A;
1,348014681E1;-1,336513373E1;-1,906727511E0;4,040000000E2;A;
1,351351351E1;-1,336513373E1;-1,906727511E0;4,050000000E2;A;
1,354688021E1;-1,336513373E1;-1,906727511E0;4,060000000E2;A;
1,358024691E1;-1,336513373E1;-1,906727511E0;4,070000000E2;A;
1,361361361E1;-1,336513373E1;-1,906727511E0;4,080000000E2;A;
1,364698031E1;-1,336513373E1;-1,906727511E0;4,090000000E2;A;
